PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO
impaciencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
impaciencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
impacto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impacto_ambiental,SUSTANTIVO,COMÚN,,
impacto_medioambiental,SUSTANTIVO,COMÚN,,
impacto_visual,SUSTANTIVO,COMÚN,,
impactos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
imperativo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
imperativos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
imperialismo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
imperialismos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
imperio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
imperio_de_la_ley,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
imperios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
implicación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
implicaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
importancia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
importancias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
imposibilidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
imposibilidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
imposición,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
imposiciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
impotencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
impotencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
imprenta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
imprentas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
impresión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
impresiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
impreso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impreso_de_solicitud,SUSTANTIVO,COMÚN,,
impresos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
impronta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
improntas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
impuesto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuesto_de_sociedades,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuesto_sobre_actividades_económicas,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuesto_sobre_bienes_inmuebles,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuesto_sobre_el_valor_añadido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuesto_sobre_la_renta,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuesto_sobre_la_renta_de_las_personas_físicas,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuesto_sobre_sociedades,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuesto_sobre_transmisiones_patrimoniales,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impuestos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
impulso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
impulsos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
incapacidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
incapacidad_laboral,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
incapacidad_permanente,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
incapacidad_temporal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
incapacidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
incendio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
incendios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
incertidumbre,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
incertidumbres,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
incidencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
incidencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
incidente,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
incidentes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
inclinación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inclinaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
incógnita,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
incógnitas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
incontinencia_urinaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inconveniente,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
inconvenientes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
incorporación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
incorporaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
incremento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
incremento_salarial,SUSTANTIVO,COMÚN,,
incrementos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
indemnización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
indemnizaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
independencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
independencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
india,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
indias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
indicación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
indicaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
indicador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
indicadores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
índice,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
índice_de_desarrollo_humano,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
índice_de_precios_al_consumo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
índices,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
indicio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
indicios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
indiferencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
indiferencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
indignación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
indignaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
indio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
indios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
individualidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
individualidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
individuo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
individuos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
índole,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
índoles,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
indulto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
indultos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
industria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
industria_nacional,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
industria_química,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
industrialización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
industrializaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
industrias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inercia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inercias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inestabilidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inestabilidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
infancia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
infancias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
infante,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
infantes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
infarto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
infartos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
infección,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
infecciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inferioridad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inferioridades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
infidelidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
infidelidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
infierno,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
infiernos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
infinidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
infinidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
infinitivo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
infinitivos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
infinito,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
infinitos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
inflación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inflaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
influencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
influencia_política,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
influencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
influjo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
influjos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
información,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
información_adicional,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
información_general,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
información_genética,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
información_tecnológica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
información_turística,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
informaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
informática_de_gestión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
informe,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
informe_de_auditoría,SUSTANTIVO,COMÚN,,
informe_de_evaluación,SUSTANTIVO,COMÚN,,
informe_de_gestión,SUSTANTIVO,COMÚN,,
informes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ingeniería_química,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ingeniero,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ingeniero_agrónomo,SUSTANTIVO,COMÚN,,
ingeniero_químico,SUSTANTIVO,COMÚN,,
ingeniero_técnico_agrícola,SUSTANTIVO,COMÚN,,
ingenieros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ingenio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ingenios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ingestión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ingestiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inglés,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ingleses,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ingrediente,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ingredientes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ingreso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ingresos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
inH20,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inHg,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inhibición,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inhibiciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
iniciación,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
iniciaciones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
iniciativa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
iniciativa_legislativa,SUSTANTIVO,COMÚN,,
iniciativas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inicio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
inicios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
injusticia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
injusticias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inmigración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inmigraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inmigrante,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
inmigrantes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
inmovilidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inmovilidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
innovación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
innovaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inocencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inocencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inquietud,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inquietudes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inscripción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inscripciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
insecto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
insectos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
inseguridad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inseguridades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
insistencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
insistencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inspector,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
inspector_general,SUSTANTIVO,COMÚN,,
inspectores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
inspiración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inspiraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
instalación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
instalaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
instancia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
instancias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
instante,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
instantes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
instauración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
instauraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
instinto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
instintos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
institución,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
instituciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
instituto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
instituto_nacional_de_empleo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
instituto_nacional_de_la_salud,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
instituto_nacional_de_la_seguridad_social,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
instituto_nacional_de_meteorología,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
institutos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
instrucción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
instrucciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
instrucciones_de_uso,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
instrumento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
instrumento_musical,SUSTANTIVO,COMÚN,,
instrumentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
insulto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
insultos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
integración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
integración_económica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
integración_social,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
integraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
integridad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
integridades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intelectual,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
intelectuales,SUSTANTIVO,COMÚN,COMÚN,PLURAL
inteligencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inteligencia_humana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inteligencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intemperie,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
intemperies,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intención,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
intenciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intensidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
intensidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
intentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
interacción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
interacción_social,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
interacciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intercambio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
intercambio_de_datos,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
intercambios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
interdependencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
interdependencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
interés,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
interés_social,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
intereses,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
interfaz_de_usuario,SUSTANTIVO,COMÚN,,
interferencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
interferencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
interior,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
interiores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
interlocutor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
interlocutores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
interpretación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
interpretaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intérprete,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
intérpretes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
intervalo_de_tiempo,SUSTANTIVO,COMÚN,,
intervención,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
intervención_quirúrgica,SUSTANTIVO,COMÚN,,
intervenciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intimidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
intimidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intoxicación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
intoxicaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intriga,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
intrigas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
introducción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
introducciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
intruso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
intrusos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
intuición,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
intuiciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inundación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inundaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
invasión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
invasiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
invención,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
invenciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
inventario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
inventarios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
invento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
inventor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
inventores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
inventos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
inversión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inversiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
investidura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
investiduras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
investigación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
investigación_clínica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
investigaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
investigador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
investigadores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
invierno,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
inviernos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
invitación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
invitaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
invitado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
invitados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
inyección,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
inyecciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ión,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
iones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ira,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
iras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ironía,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ironías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
irradiación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
irradiaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
irregularidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
irregularidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
irritación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
irritaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
isla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
islas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
italiano,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
italianos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
izquierda,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
izquierdas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
jabón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jabones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jamón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jamones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
japón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
japones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
japonés,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
japoneses,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jardín,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jardines,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jarro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jarrón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jarrones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jarros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jaula,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jaulas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
jefe,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jefe_de_gabinete,SUSTANTIVO,COMÚN,,
jefe_de_proyecto,SUSTANTIVO,COMÚN,,
jefe_de_seguridad,SUSTANTIVO,COMÚN,,
jefe_de_unidad,SUSTANTIVO,COMÚN,,
jefe_militar,SUSTANTIVO,COMÚN,,
jefes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jerarquía,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jerarquías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
jersey,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jerseys,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jesús,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jesuses,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jinete,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jinetes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jorge,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jorges,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jornada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jornadas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
josefina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
josefinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
joule,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
joules,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
joven,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
jóvenes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
joya,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
joyas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
juan,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
juanes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jubilación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jubilación_anticipada,SUSTANTIVO,COMÚN,,
jubilaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
júbilo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
júbilos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
judía,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
judías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
judío,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
judíos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jueces,SUSTANTIVO,COMÚN,COMÚN,PLURAL
juego,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
juego_de_mesa,SUSTANTIVO,COMÚN,,
juegos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
juegos_olímpicos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jueves,SUSTANTIVO,COMÚN,MASCULINO,INVARIABLE
juez,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
jugada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jugadas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
jugador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jugadores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jugo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jugos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
juguete,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
juguetes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
juicio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
juicio_oral,SUSTANTIVO,COMÚN,,
juicios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
