PALABRA,CATEGORÍA,TIPO,GENERO,NUMERO
litro,NOMBRE,COMÚN,MASCULINO,PLURAL
litro,NOMBRE,COMÚN,MASCULINO,SINGULAR
litro_día_cápita,NOMBRE,COMÚN,,
litro_día_per_cápita,NOMBRE,COMÚN,,
litro_día_por_cápita,NOMBRE,COMÚN,,
litro_metro_cuadrado_por_día,NOMBRE,COMÚN,,
litro_metro_cuadrado_por_minuto,NOMBRE,COMÚN,,
litro_metro_cuadrado_por_segundo,NOMBRE,COMÚN,,
litro_por_día,NOMBRE,COMÚN,,
litro_por_día_cápita,NOMBRE,COMÚN,,
litro_por_día_per_cápita,NOMBRE,COMÚN,,
litro_por_día_por_cápita,NOMBRE,COMÚN,,
litro_por_metro_cuadrado,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_día,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_minuto,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_por_dia,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_por_minuto,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_por_segundo,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_segundo,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_y_día,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_y_minuto,NOMBRE,COMÚN,,
litro_por_metro_cuadrado_y_segundo,NOMBRE,COMÚN,,
litro_por_minuto,NOMBRE,COMÚN,,
litro_por_segundo,NOMBRE,COMÚN,,
litros,NOMBRE,COMÚN,MASCULINO,PLURAL
liturgia,NOMBRE,COMÚN,FEMENINO,SINGULAR
liturgias,NOMBRE,COMÚN,FEMENINO,PLURAL
llama,NOMBRE,COMÚN,FEMENINO,SINGULAR
llamada,NOMBRE,COMÚN,FEMENINO,SINGULAR
llamadas,NOMBRE,COMÚN,FEMENINO,PLURAL
llamado,NOMBRE,COMÚN,MASCULINO,SINGULAR
llamados,NOMBRE,COMÚN,MASCULINO,PLURAL
llamamiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
llamamientos,NOMBRE,COMÚN,MASCULINO,PLURAL
llamas,NOMBRE,COMÚN,FEMENINO,PLURAL
llanto,NOMBRE,COMÚN,MASCULINO,SINGULAR
llantos,NOMBRE,COMÚN,MASCULINO,PLURAL
llanura,NOMBRE,COMÚN,FEMENINO,SINGULAR
llanuras,NOMBRE,COMÚN,FEMENINO,PLURAL
llave,NOMBRE,COMÚN,FEMENINO,SINGULAR
llaves,NOMBRE,COMÚN,FEMENINO,PLURAL
llegada,NOMBRE,COMÚN,FEMENINO,SINGULAR
llegadas,NOMBRE,COMÚN,FEMENINO,PLURAL
lluvia,NOMBRE,COMÚN,FEMENINO,SINGULAR
lluvia_torrencial,NOMBRE,COMÚN,,
lluvias,NOMBRE,COMÚN,FEMENINO,PLURAL
lobo,NOMBRE,COMÚN,MASCULINO,SINGULAR
lobos,NOMBRE,COMÚN,MASCULINO,PLURAL
local,NOMBRE,COMÚN,MASCULINO,SINGULAR
local_comercial,NOMBRE,COMÚN,,
locales,NOMBRE,COMÚN,MASCULINO,PLURAL
localidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
localidades,NOMBRE,COMÚN,FEMENINO,PLURAL
localización,NOMBRE,COMÚN,FEMENINO,SINGULAR
localizaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
loco,NOMBRE,COMÚN,MASCULINO,SINGULAR
locos,NOMBRE,COMÚN,MASCULINO,PLURAL
locura,NOMBRE,COMÚN,FEMENINO,SINGULAR
locuras,NOMBRE,COMÚN,FEMENINO,PLURAL
lógica,NOMBRE,COMÚN,FEMENINO,SINGULAR
lógicas,NOMBRE,COMÚN,FEMENINO,PLURAL
logro,NOMBRE,COMÚN,MASCULINO,SINGULAR
logros,NOMBRE,COMÚN,MASCULINO,PLURAL
lombardo,NOMBRE,COMÚN,MASCULINO,SINGULAR
lombardos,NOMBRE,COMÚN,MASCULINO,PLURAL
lombrices,NOMBRE,COMÚN,FEMENINO,PLURAL
lombriz,NOMBRE,COMÚN,FEMENINO,SINGULAR
lomo,NOMBRE,COMÚN,MASCULINO,SINGULAR
lomos,NOMBRE,COMÚN,MASCULINO,PLURAL
longitud,NOMBRE,COMÚN,FEMENINO,SINGULAR
longitudes,NOMBRE,COMÚN,FEMENINO,PLURAL
lonja,NOMBRE,COMÚN,FEMENINO,SINGULAR
lonjas,NOMBRE,COMÚN,FEMENINO,PLURAL
losa,NOMBRE,COMÚN,FEMENINO,SINGULAR
losas,NOMBRE,COMÚN,FEMENINO,PLURAL
luces,NOMBRE,COMÚN,FEMENINO,PLURAL
lucha,NOMBRE,COMÚN,FEMENINO,SINGULAR
lucha_armada,NOMBRE,COMÚN,FEMENINO,SINGULAR
lucha_por_el_poder,NOMBRE,COMÚN,FEMENINO,SINGULAR
luchas,NOMBRE,COMÚN,FEMENINO,PLURAL
lucro,NOMBRE,COMÚN,MASCULINO,SINGULAR
lucro_cesante,NOMBRE,COMÚN,MASCULINO,SINGULAR
lucros,NOMBRE,COMÚN,MASCULINO,PLURAL
lugar,NOMBRE,COMÚN,MASCULINO,SINGULAR
lugar_de_nacimiento,NOMBRE,COMÚN,,
lugares,NOMBRE,COMÚN,MASCULINO,PLURAL
luis,NOMBRE,COMÚN,MASCULINO,SINGULAR
luisa,NOMBRE,COMÚN,FEMENINO,SINGULAR
luisas,NOMBRE,COMÚN,FEMENINO,PLURAL
luises,NOMBRE,COMÚN,MASCULINO,PLURAL
lujo,NOMBRE,COMÚN,MASCULINO,SINGULAR
lujos,NOMBRE,COMÚN,MASCULINO,PLURAL
lumbre,NOMBRE,COMÚN,FEMENINO,SINGULAR
lumbres,NOMBRE,COMÚN,FEMENINO,PLURAL
lumen,NOMBRE,COMÚN,MASCULINO,PLURAL
lumens,NOMBRE,COMÚN,MASCULINO,PLURAL
luminosidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
luminosidades,NOMBRE,COMÚN,FEMENINO,PLURAL
luna,NOMBRE,COMÚN,FEMENINO,SINGULAR
lunas,NOMBRE,COMÚN,FEMENINO,PLURAL
lunes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
luto,NOMBRE,COMÚN,MASCULINO,SINGULAR
lutos,NOMBRE,COMÚN,MASCULINO,PLURAL
lux,NOMBRE,COMÚN,MASCULINO,PLURAL
luxs,NOMBRE,COMÚN,MASCULINO,PLURAL
luz,NOMBRE,COMÚN,FEMENINO,SINGULAR
luz_blanca,NOMBRE,COMÚN,,
m2,NOMBRE,COMÚN,MASCULINO,PLURAL
maceta,NOMBRE,COMÚN,COMÚN,SINGULAR
maceta,NOMBRE,COMÚN,FEMENINO,SINGULAR
macetas,NOMBRE,COMÚN,COMÚN,PLURAL
macetas,NOMBRE,COMÚN,FEMENINO,PLURAL
macho,NOMBRE,COMÚN,MASCULINO,SINGULAR
machos,NOMBRE,COMÚN,MASCULINO,PLURAL
macizo,NOMBRE,COMÚN,MASCULINO,SINGULAR
macizos,NOMBRE,COMÚN,MASCULINO,PLURAL
madame,NOMBRE,COMÚN,FEMENINO,SINGULAR
madames,NOMBRE,COMÚN,FEMENINO,PLURAL
madera,NOMBRE,COMÚN,FEMENINO,SINGULAR
madera,NOMBRE,COMÚN,MASCULINO,SINGULAR
maderas,NOMBRE,COMÚN,FEMENINO,PLURAL
maderas,NOMBRE,COMÚN,MASCULINO,PLURAL
madre,NOMBRE,COMÚN,FEMENINO,SINGULAR
madre_naturaleza,NOMBRE,COMÚN,FEMENINO,SINGULAR
madre_soltera,NOMBRE,COMÚN,,
madres,NOMBRE,COMÚN,FEMENINO,PLURAL
madriguera,NOMBRE,COMÚN,FEMENINO,SINGULAR
madrigueras,NOMBRE,COMÚN,FEMENINO,PLURAL
madrileño,NOMBRE,COMÚN,MASCULINO,SINGULAR
madrileños,NOMBRE,COMÚN,MASCULINO,PLURAL
madrina,NOMBRE,COMÚN,FEMENINO,SINGULAR
madrinas,NOMBRE,COMÚN,FEMENINO,PLURAL
madrugada,NOMBRE,COMÚN,FEMENINO,SINGULAR
madrugadas,NOMBRE,COMÚN,FEMENINO,PLURAL
maduración,NOMBRE,COMÚN,FEMENINO,SINGULAR
maduraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
madureces,NOMBRE,COMÚN,FEMENINO,PLURAL
madurez,NOMBRE,COMÚN,FEMENINO,SINGULAR
maestra,NOMBRE,COMÚN,FEMENINO,SINGULAR
maestras,NOMBRE,COMÚN,FEMENINO,PLURAL
maestro,NOMBRE,COMÚN,MASCULINO,SINGULAR
maestros,NOMBRE,COMÚN,MASCULINO,PLURAL
mafia,NOMBRE,COMÚN,FEMENINO,SINGULAR
mafias,NOMBRE,COMÚN,FEMENINO,PLURAL
magia,NOMBRE,COMÚN,FEMENINO,SINGULAR
magias,NOMBRE,COMÚN,FEMENINO,PLURAL
magistrado,NOMBRE,COMÚN,MASCULINO,SINGULAR
magistrados,NOMBRE,COMÚN,MASCULINO,PLURAL
magnitud,NOMBRE,COMÚN,FEMENINO,SINGULAR
magnitudes,NOMBRE,COMÚN,FEMENINO,PLURAL
mago,NOMBRE,COMÚN,MASCULINO,SINGULAR
magos,NOMBRE,COMÚN,MASCULINO,PLURAL
maldad,NOMBRE,COMÚN,FEMENINO,SINGULAR
maldades,NOMBRE,COMÚN,FEMENINO,PLURAL
maldición,NOMBRE,COMÚN,FEMENINO,SINGULAR
maldiciones,NOMBRE,COMÚN,FEMENINO,PLURAL
males,NOMBRE,COMÚN,MASCULINO,PLURAL
malestar,NOMBRE,COMÚN,MASCULINO,SINGULAR
malestares,NOMBRE,COMÚN,MASCULINO,PLURAL
maleta,NOMBRE,COMÚN,COMÚN,SINGULAR
maleta,NOMBRE,COMÚN,FEMENINO,SINGULAR
maletas,NOMBRE,COMÚN,COMÚN,PLURAL
maletas,NOMBRE,COMÚN,FEMENINO,PLURAL
mallorquín,NOMBRE,COMÚN,MASCULINO,SINGULAR
mallorquines,NOMBRE,COMÚN,MASCULINO,PLURAL
mama,NOMBRE,COMÚN,FEMENINO,SINGULAR
mamá,NOMBRE,COMÚN,FEMENINO,SINGULAR
mamas,NOMBRE,COMÚN,FEMENINO,PLURAL
mamás,NOMBRE,COMÚN,FEMENINO,PLURAL
mancha,NOMBRE,COMÚN,FEMENINO,SINGULAR
manchas,NOMBRE,COMÚN,FEMENINO,PLURAL
mandato,NOMBRE,COMÚN,MASCULINO,SINGULAR
mandatos,NOMBRE,COMÚN,MASCULINO,PLURAL
mando,NOMBRE,COMÚN,MASCULINO,SINGULAR
mandos,NOMBRE,COMÚN,MASCULINO,PLURAL
manera,NOMBRE,COMÚN,FEMENINO,SINGULAR
maneras,NOMBRE,COMÚN,FEMENINO,PLURAL
manga,NOMBRE,COMÚN,FEMENINO,SINGULAR
manga,NOMBRE,COMÚN,MASCULINO,SINGULAR
mangas,NOMBRE,COMÚN,FEMENINO,PLURAL
mangas,NOMBRE,COMÚN,MASCULINO,PLURAL
manglar,NOMBRE,COMÚN,MASCULINO,SINGULAR
manglares,NOMBRE,COMÚN,MASCULINO,PLURAL
manía,NOMBRE,COMÚN,FEMENINO,SINGULAR
manías,NOMBRE,COMÚN,FEMENINO,PLURAL
manifestación,NOMBRE,COMÚN,FEMENINO,SINGULAR
manifestaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
manifiesto,NOMBRE,COMÚN,MASCULINO,SINGULAR
manifiestos,NOMBRE,COMÚN,MASCULINO,PLURAL
maniobra,NOMBRE,COMÚN,FEMENINO,SINGULAR
maniobras,NOMBRE,COMÚN,FEMENINO,PLURAL
manipulación,NOMBRE,COMÚN,FEMENINO,SINGULAR
manipulaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
mano,NOMBRE,COMÚN,FEMENINO,SINGULAR
mano,NOMBRE,COMÚN,MASCULINO,SINGULAR
manos,NOMBRE,COMÚN,FEMENINO,PLURAL
manos,NOMBRE,COMÚN,MASCULINO,PLURAL
mansión,NOMBRE,COMÚN,FEMENINO,SINGULAR
mansiones,NOMBRE,COMÚN,FEMENINO,PLURAL
manta,NOMBRE,COMÚN,FEMENINO,SINGULAR
mantas,NOMBRE,COMÚN,FEMENINO,PLURAL
mantenimiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
mantenimientos,NOMBRE,COMÚN,MASCULINO,PLURAL
mantequilla,NOMBRE,COMÚN,FEMENINO,SINGULAR
mantequillas,NOMBRE,COMÚN,FEMENINO,PLURAL
manto,NOMBRE,COMÚN,MASCULINO,SINGULAR
mantos,NOMBRE,COMÚN,MASCULINO,PLURAL
manual,NOMBRE,COMÚN,MASCULINO,SINGULAR
manuales,NOMBRE,COMÚN,MASCULINO,PLURAL
manuscrito,NOMBRE,COMÚN,MASCULINO,SINGULAR
manuscritos,NOMBRE,COMÚN,MASCULINO,PLURAL
manzana,NOMBRE,COMÚN,FEMENINO,SINGULAR
manzanas,NOMBRE,COMÚN,FEMENINO,PLURAL
mañanas,NOMBRE,COMÚN,FEMENINO,PLURAL
mañanas,NOMBRE,COMÚN,MASCULINO,PLURAL
mapa,NOMBRE,COMÚN,FEMENINO,SINGULAR
mapa,NOMBRE,COMÚN,MASCULINO,SINGULAR
mapa_topográfico,NOMBRE,COMÚN,,
mapas,NOMBRE,COMÚN,FEMENINO,PLURAL
mapas,NOMBRE,COMÚN,MASCULINO,PLURAL
máquina,NOMBRE,COMÚN,FEMENINO,SINGULAR
máquina_virtual,NOMBRE,COMÚN,,
maquinaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
maquinarias,NOMBRE,COMÚN,FEMENINO,PLURAL
máquinas,NOMBRE,COMÚN,FEMENINO,PLURAL
mar,NOMBRE,COMÚN,COMÚN,SINGULAR
maravilla,NOMBRE,COMÚN,FEMENINO,SINGULAR
maravillas,NOMBRE,COMÚN,FEMENINO,PLURAL
marca,NOMBRE,COMÚN,FEMENINO,SINGULAR
marcapaso,NOMBRE,COMÚN,MASCULINO,SINGULAR
marcapasos,NOMBRE,COMÚN,MASCULINO,PLURAL
marcas,NOMBRE,COMÚN,FEMENINO,PLURAL
marcha,NOMBRE,COMÚN,FEMENINO,SINGULAR
marchas,NOMBRE,COMÚN,FEMENINO,PLURAL
marco,NOMBRE,COMÚN,MASCULINO,SINGULAR
marco_de_referencia,NOMBRE,COMÚN,,
marco_general,NOMBRE,COMÚN,MASCULINO,SINGULAR
marcos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
marcos,NOMBRE,COMÚN,MASCULINO,PLURAL
marea,NOMBRE,COMÚN,FEMENINO,SINGULAR
mareas,NOMBRE,COMÚN,FEMENINO,PLURAL
mares,NOMBRE,COMÚN,COMÚN,PLURAL
margen,NOMBRE,COMÚN,COMÚN,SINGULAR
margen_bruto,NOMBRE,COMÚN,COMÚN,SINGULAR
márgenes,NOMBRE,COMÚN,COMÚN,PLURAL
maréa,NOMBRE,COMÚN,FEMENINO,SINGULAR
mariana,NOMBRE,COMÚN,FEMENINO,SINGULAR
marianas,NOMBRE,COMÚN,FEMENINO,PLURAL
marías,NOMBRE,COMÚN,FEMENINO,PLURAL
maricón,NOMBRE,COMÚN,MASCULINO,SINGULAR
maricones,NOMBRE,COMÚN,MASCULINO,PLURAL
marido,NOMBRE,COMÚN,MASCULINO,SINGULAR
maridos,NOMBRE,COMÚN,MASCULINO,PLURAL
marihuana,NOMBRE,COMÚN,FEMENINO,SINGULAR
marihuanas,NOMBRE,COMÚN,FEMENINO,PLURAL
mariposa,NOMBRE,COMÚN,COMÚN,SINGULAR
mariposa,NOMBRE,COMÚN,FEMENINO,SINGULAR
mariposas,NOMBRE,COMÚN,COMÚN,PLURAL
mariposas,NOMBRE,COMÚN,FEMENINO,PLURAL
mármol,NOMBRE,COMÚN,MASCULINO,SINGULAR
mármoles,NOMBRE,COMÚN,MASCULINO,PLURAL
marqués,NOMBRE,COMÚN,MASCULINO,SINGULAR
marquesa,NOMBRE,COMÚN,FEMENINO,SINGULAR
marquesas,NOMBRE,COMÚN,FEMENINO,PLURAL
marqueses,NOMBRE,COMÚN,MASCULINO,PLURAL
marta,NOMBRE,COMÚN,FEMENINO,SINGULAR
martas,NOMBRE,COMÚN,FEMENINO,PLURAL
marxismo,NOMBRE,COMÚN,MASCULINO,SINGULAR
marxismos,NOMBRE,COMÚN,MASCULINO,PLURAL
marzo,NOMBRE,COMÚN,MASCULINO,SINGULAR
marzos,NOMBRE,COMÚN,MASCULINO,PLURAL
masa,NOMBRE,COMÚN,FEMENINO,SINGULAR
masas,NOMBRE,COMÚN,FEMENINO,PLURAL
masía,NOMBRE,COMÚN,FEMENINO,SINGULAR
masías,NOMBRE,COMÚN,FEMENINO,PLURAL
mass-media,NOMBRE,COMÚN,COMÚN,INVARIABLE
matanza,NOMBRE,COMÚN,FEMENINO,SINGULAR
matanzas,NOMBRE,COMÚN,FEMENINO,PLURAL
matemática,NOMBRE,COMÚN,FEMENINO,SINGULAR
matemática_aplicada,NOMBRE,COMÚN,,
matemáticas,NOMBRE,COMÚN,FEMENINO,PLURAL
materia,NOMBRE,COMÚN,FEMENINO,SINGULAR
material,NOMBRE,COMÚN,MASCULINO,SINGULAR
material_complementario,NOMBRE,COMÚN,,
material_de_oficina,NOMBRE,COMÚN,MASCULINO,SINGULAR
material_eléctrico,NOMBRE,COMÚN,MASCULINO,SINGULAR
material_escrito,NOMBRE,COMÚN,MASCULINO,SINGULAR
material_plástico,NOMBRE,COMÚN,MASCULINO,SINGULAR
materiales,NOMBRE,COMÚN,MASCULINO,PLURAL
materias,NOMBRE,COMÚN,FEMENINO,PLURAL
matices,NOMBRE,COMÚN,MASCULINO,PLURAL
matiz,NOMBRE,COMÚN,MASCULINO,SINGULAR
matrices,NOMBRE,COMÚN,FEMENINO,PLURAL
matrimonio,NOMBRE,COMÚN,MASCULINO,SINGULAR
matrimonio_civil,NOMBRE,COMÚN,,
matrimonios,NOMBRE,COMÚN,MASCULINO,PLURAL
matriz,NOMBRE,COMÚN,FEMENINO,SINGULAR
mayo,NOMBRE,COMÚN,MASCULINO,SINGULAR
mayordomo,NOMBRE,COMÚN,MASCULINO,SINGULAR
mayordomos,NOMBRE,COMÚN,MASCULINO,PLURAL
mayoría,NOMBRE,COMÚN,FEMENINO,SINGULAR
mayorías,NOMBRE,COMÚN,FEMENINO,PLURAL
mayos,NOMBRE,COMÚN,MASCULINO,PLURAL
mecánica,NOMBRE,COMÚN,FEMENINO,SINGULAR
mecánica_cuántica,NOMBRE,COMÚN,FEMENINO,SINGULAR
mecánica_de_fluidos,NOMBRE,COMÚN,FEMENINO,SINGULAR
mecánicas,NOMBRE,COMÚN,FEMENINO,PLURAL
mecanismo,NOMBRE,COMÚN,MASCULINO,SINGULAR
mecanismos,NOMBRE,COMÚN,MASCULINO,PLURAL
mecanización,NOMBRE,COMÚN,FEMENINO,SINGULAR
mecanizaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
medalla,NOMBRE,COMÚN,FEMENINO,SINGULAR
medalla_de_bronce,NOMBRE,COMÚN,,
medalla_de_oro,NOMBRE,COMÚN,,
medalla_de_plata,NOMBRE,COMÚN,,
medallas,NOMBRE,COMÚN,FEMENINO,PLURAL
media,NOMBRE,COMÚN,FEMENINO,SINGULAR
media_jornada,NOMBRE,COMÚN,FEMENINO,SINGULAR
mediana,NOMBRE,COMÚN,FEMENINO,SINGULAR
mediana_empresa,NOMBRE,COMÚN,FEMENINO,SINGULAR
medianas,NOMBRE,COMÚN,FEMENINO,PLURAL
medias,NOMBRE,COMÚN,FEMENINO,PLURAL
medicamento,NOMBRE,COMÚN,MASCULINO,SINGULAR
medicamentos,NOMBRE,COMÚN,MASCULINO,PLURAL
medicina,NOMBRE,COMÚN,FEMENINO,SINGULAR
medicina_de_urgencias,NOMBRE,COMÚN,FEMENINO,SINGULAR
medicina_general,NOMBRE,COMÚN,FEMENINO,SINGULAR
medicina_interna,NOMBRE,COMÚN,FEMENINO,SINGULAR
medicina_natural,NOMBRE,COMÚN,FEMENINO,SINGULAR
medicina_nuclear,NOMBRE,COMÚN,FEMENINO,SINGULAR
medicinas,NOMBRE,COMÚN,FEMENINO,PLURAL
medición,NOMBRE,COMÚN,FEMENINO,SINGULAR
mediciones,NOMBRE,COMÚN,FEMENINO,PLURAL
médico,NOMBRE,COMÚN,MASCULINO,SINGULAR
médico_general,NOMBRE,COMÚN,,
médicos,NOMBRE,COMÚN,MASCULINO,PLURAL
médicos_sin_fronteras,NOMBRE,COMÚN,MASCULINO,PLURAL
medida,NOMBRE,COMÚN,FEMENINO,SINGULAR
medida_de_seguridad,NOMBRE,COMÚN,,
medidas,NOMBRE,COMÚN,FEMENINO,PLURAL
medio,NOMBRE,COMÚN,MASCULINO,SINGULAR
medio_ambiente,NOMBRE,COMÚN,MASCULINO,SINGULAR
medio_de_transporte,NOMBRE,COMÚN,,
medio_natural,NOMBRE,COMÚN,MASCULINO,SINGULAR
medio_rural,NOMBRE,COMÚN,MASCULINO,SINGULAR
medio_urbano,NOMBRE,COMÚN,MASCULINO,SINGULAR
mediodía,NOMBRE,COMÚN,MASCULINO,SINGULAR
mediodías,NOMBRE,COMÚN,MASCULINO,PLURAL
medios,NOMBRE,COMÚN,MASCULINO,PLURAL
medios_de_comunicación,NOMBRE,COMÚN,MASCULINO,PLURAL
medios_de_comunicación_de_masas,NOMBRE,COMÚN,MASCULINO,PLURAL
medios_económicos,NOMBRE,COMÚN,MASCULINO,PLURAL
medro,NOMBRE,COMÚN,MASCULINO,SINGULAR
medros,NOMBRE,COMÚN,MASCULINO,PLURAL
módula,NOMBRE,COMÚN,FEMENINO,SINGULAR
módulas,NOMBRE,COMÚN,FEMENINO,PLURAL
megabit,NOMBRE,COMÚN,MASCULINO,PLURAL
megabits,NOMBRE,COMÚN,MASCULINO,PLURAL
megabyte,NOMBRE,COMÚN,MASCULINO,PLURAL
megabytes,NOMBRE,COMÚN,MASCULINO,PLURAL
megagramo,NOMBRE,COMÚN,MASCULINO,PLURAL
megagramos,NOMBRE,COMÚN,MASCULINO,PLURAL
megapascal,NOMBRE,COMÚN,MASCULINO,PLURAL
megapascales,NOMBRE,COMÚN,MASCULINO,PLURAL
megapascals,NOMBRE,COMÚN,MASCULINO,PLURAL
mejilla,NOMBRE,COMÚN,FEMENINO,SINGULAR
mejillas,NOMBRE,COMÚN,FEMENINO,PLURAL
mejor,NOMBRE,COMÚN,COMÚN,SINGULAR
mejora,NOMBRE,COMÚN,FEMENINO,SINGULAR
mejoras,NOMBRE,COMÚN,FEMENINO,PLURAL
mejores,NOMBRE,COMÚN,COMÚN,PLURAL
melancolía,NOMBRE,COMÚN,FEMENINO,SINGULAR
melancolías,NOMBRE,COMÚN,FEMENINO,PLURAL
melena,NOMBRE,COMÚN,FEMENINO,SINGULAR
melenas,NOMBRE,COMÚN,FEMENINO,PLURAL
membrete,NOMBRE,COMÚN,MASCULINO,SINGULAR
membretes,NOMBRE,COMÚN,MASCULINO,PLURAL
memoria,NOMBRE,COMÚN,FEMENINO,SINGULAR
memoria_anual,NOMBRE,COMÚN,FEMENINO,SINGULAR
memoria_ram,NOMBRE,COMÚN,FEMENINO,SINGULAR
memoria_virtual,NOMBRE,COMÚN,FEMENINO,SINGULAR
memorias,NOMBRE,COMÚN,FEMENINO,PLURAL
mención,NOMBRE,COMÚN,FEMENINO,SINGULAR
menciones,NOMBRE,COMÚN,FEMENINO,PLURAL
mendigo,NOMBRE,COMÚN,MASCULINO,SINGULAR
mendigos,NOMBRE,COMÚN,MASCULINO,PLURAL
mengua,NOMBRE,COMÚN,FEMENINO,SINGULAR
menguas,NOMBRE,COMÚN,FEMENINO,PLURAL
menor,NOMBRE,COMÚN,COMÚN,SINGULAR
menores,NOMBRE,COMÚN,COMÚN,PLURAL
mensaje,NOMBRE,COMÚN,MASCULINO,SINGULAR
mensaje_de_correo_electrónico,NOMBRE,COMÚN,,
mensaje_de_error,NOMBRE,COMÚN,,
mensaje_electrónico,NOMBRE,COMÚN,,
mensajes,NOMBRE,COMÚN,MASCULINO,PLURAL
mentalidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
mentalidades,NOMBRE,COMÚN,FEMENINO,PLURAL
mente,NOMBRE,COMÚN,FEMENINO,SINGULAR
mentes,NOMBRE,COMÚN,FEMENINO,PLURAL
mentira,NOMBRE,COMÚN,FEMENINO,SINGULAR
mentiras,NOMBRE,COMÚN,FEMENINO,PLURAL
mercader,NOMBRE,COMÚN,MASCULINO,SINGULAR
mercaderes,NOMBRE,COMÚN,MASCULINO,PLURAL
mercado,NOMBRE,COMÚN,MASCULINO,SINGULAR
mercado_abierto,NOMBRE,COMÚN,MASCULINO,SINGULAR
mercado_bursátil,NOMBRE,COMÚN,,
mercado_secundario,NOMBRE,COMÚN,MASCULINO,SINGULAR
mercados,NOMBRE,COMÚN,MASCULINO,PLURAL
mercancía,NOMBRE,COMÚN,FEMENINO,SINGULAR
mercancías,NOMBRE,COMÚN,FEMENINO,PLURAL
merced,NOMBRE,COMÚN,FEMENINO,SINGULAR
mercedes,NOMBRE,COMÚN,FEMENINO,PLURAL
mérito,NOMBRE,COMÚN,MASCULINO,SINGULAR
méritos,NOMBRE,COMÚN,MASCULINO,PLURAL
mes,NOMBRE,COMÚN,MASCULINO,SINGULAR
mesa,NOMBRE,COMÚN,FEMENINO,SINGULAR
mesa_de_negociación,NOMBRE,COMÚN,,
mesas,NOMBRE,COMÚN,FEMENINO,PLURAL
meses,NOMBRE,COMÚN,MASCULINO,PLURAL
meseta,NOMBRE,COMÚN,FEMENINO,SINGULAR
mesetas,NOMBRE,COMÚN,FEMENINO,PLURAL
mesita,NOMBRE,COMÚN,FEMENINO,SINGULAR
mesitas,NOMBRE,COMÚN,FEMENINO,PLURAL
meta,NOMBRE,COMÚN,FEMENINO,SINGULAR
metáfora,NOMBRE,COMÚN,FEMENINO,SINGULAR
metáforas,NOMBRE,COMÚN,FEMENINO,PLURAL
metal,NOMBRE,COMÚN,MASCULINO,SINGULAR
metales,NOMBRE,COMÚN,MASCULINO,PLURAL
metas,NOMBRE,COMÚN,FEMENINO,PLURAL
método,NOMBRE,COMÚN,MASCULINO,SINGULAR
método_científico,NOMBRE,COMÚN,,
metodología,NOMBRE,COMÚN,FEMENINO,SINGULAR
metodologías,NOMBRE,COMÚN,FEMENINO,PLURAL
métodos,NOMBRE,COMÚN,MASCULINO,PLURAL
metro,NOMBRE,COMÚN,,
metro,NOMBRE,COMÚN,MASCULINO,SINGULAR
metro_cuadrado,NOMBRE,COMÚN,,
metro_cúbico_por_hora,NOMBRE,COMÚN,,
metro_cúbico_por_segundo,NOMBRE,COMÚN,,
metro_por_segundo,NOMBRE,COMÚN,,
metro_segundo,NOMBRE,COMÚN,,
metros,NOMBRE,COMÚN,MASCULINO,PLURAL
mezcla,NOMBRE,COMÚN,FEMENINO,SINGULAR
mezclas,NOMBRE,COMÚN,FEMENINO,PLURAL
mg,NOMBRE,COMÚN,MASCULINO,PLURAL
micrófono,NOMBRE,COMÚN,MASCULINO,SINGULAR
micrófonos,NOMBRE,COMÚN,MASCULINO,PLURAL
miedo,NOMBRE,COMÚN,MASCULINO,SINGULAR
miedos,NOMBRE,COMÚN,MASCULINO,PLURAL
miel,NOMBRE,COMÚN,FEMENINO,SINGULAR
mieles,NOMBRE,COMÚN,FEMENINO,PLURAL
miembro,NOMBRE,COMÚN,MASCULINO,SINGULAR
miembro_del_consejo,NOMBRE,COMÚN,,
miembro_del_partido,NOMBRE,COMÚN,,
miembro_titular,NOMBRE,COMÚN,,
miembros,NOMBRE,COMÚN,MASCULINO,PLURAL
miércoles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
mierda,NOMBRE,COMÚN,FEMENINO,SINGULAR
