PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO,FUNCIÓN
italiano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
italianos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
izquierda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
izquierdas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
izquierdo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
izquierdos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
japonés,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
japonesa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
japonesas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
japoneses,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
joven,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
jóvenes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
judía,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
judías,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
judicial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
judiciales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
judío,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
judíos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
junta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
juntas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
junto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
juntos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
jurídica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
jurídicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
jurídico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
jurídicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
justa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
justas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
justo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
justos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
juvenil,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
juveniles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
laboral,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
laborales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
lacustre,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
lacustres,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
lamentable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
lamentables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
larga,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
largas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
largo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
largos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
latente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
latentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
lateral,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
laterales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
latina,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
latinas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
latino,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
latinos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
legal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
legales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
legítima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
legítimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
legítimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
legítimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lejana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lejanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lejano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lejanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lenta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lentas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lento,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lentos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lesbiana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lesbianas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lesbiano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lesbianos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
leve,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
leves,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
léxica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
léxicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
léxico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lexicográfica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lexicográficas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lexicográfico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lexicográficos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
láxicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
liberal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
liberales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
libre,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
libres,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
lícita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lícitas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lícito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lícitos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ligera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ligeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ligero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ligeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
limpia,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
limpias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
limpio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
limpios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
linda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lindas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lindo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lindos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lingüística,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lingüísticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lingüístico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lingüísticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
líquida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
líquidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
líquido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
líquidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lisa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lisas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
liso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lisos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lista,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
listas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
listo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
listos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
literaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
literarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
literario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
literarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
litúrgica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
litúrgicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
litúrgico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
litúrgicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
llamativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
llamativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
llamativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
llamativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
llana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
llanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
llano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
llanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
llena,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
llenas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lleno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
llenos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lluviosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lluviosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lluvioso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lluviosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
loca,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
local,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
locales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
locas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
loco,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
locos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lógica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lógicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lógico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lógicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
lujosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
lujosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
lujoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
lujosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
luminosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
luminosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
luminoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
luminosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
macho,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
machos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
madridista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
madridistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
madrileña,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
madrileñas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
madrileño,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
madrileños,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
madura,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
maduras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
maduro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
maduros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mágica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mágicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mágico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mágicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
magnífica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
magníficas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
magnífico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
magníficos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mala,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
malas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
maldita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
malditas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
maldito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
malditos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mallorquín,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mallorquina,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mallorquinas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mallorquines,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
malo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
malos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
manifiesta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
manifiestas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
manifiesto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
manifiestos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
manual,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
manuales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
maravillosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
maravillosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
maravilloso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
maravillosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
marcada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
marcadas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
marcado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
marcados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
marginal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
marginales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mariana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
marianas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mariano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
marianos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
marina,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
marinas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
marino,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
marinos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
marítima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
marítimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
marítimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
marítimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
marrón,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
marrones,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
marxista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
marxistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
masculina,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
masculinas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
masculino,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
masculinos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
masiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
masivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
masivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
masivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mate,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
matemética,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mateméticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
matemético,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mateméticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
material,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
materiales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
materna,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
maternas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
materno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
maternos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mates,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
máxima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
máximas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
máximo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
máximos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mayor,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
mayores,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mayoritaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mayoritarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mayoritario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mayoritarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mecánica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mecánicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mecánico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mecánicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
media,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mediana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
medianas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mediano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
medianos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
medias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
médica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
médicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
médico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
médicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
medieval,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
medievales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
medio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mediocre,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
mediocres,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
medios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mediterránea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mediterráneas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mediterráneo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mediterráneos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mejor,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
mejores,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
melancólica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
melancólicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
melancólico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
melancólicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
menor,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
menores,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mensurable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
mensurables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mental,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
mentales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
menuda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
menudas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
menudo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
menudos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
meras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mercantil,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
mercantiles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
meridional,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
meridionales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
meros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
metafásica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
metafásicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
metafásico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
metafásicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
metálica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
metálicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
metálico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
metálicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
metodológica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
metodológicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
metodológico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
metodológicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mexicana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mexicanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mexicano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mexicanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
migratoria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
migratorias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
migratorio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
migratorios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
milagrosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
milagrosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
milagroso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
milagrosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
milésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
milésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
milésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
milésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
militar,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
militares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
millonésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
millonésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
millonésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
millonésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
milmillonésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
milmillonésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
milmillonésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
milmillonésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mineral,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
minerales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mínima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mínimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mínimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mínimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
minoritaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
minoritarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
minoritario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
minoritarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
minuciosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
minuciosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
minucioso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
minuciosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
minúscula,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
minúsculas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
minúsculo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
minúsculos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
miserable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
miserables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mismísima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mismísimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mismísimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mismísimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
misteriosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
misteriosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
misterioso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
misteriosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mítica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
míticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mítico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
míticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mixta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mixtas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mixto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mixtos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
moderada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
moderadas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
moderado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
moderados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
