PALABRA,CATEGORIA,TIPO,GENERO,NUMERO
gestión_clínica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_de_datos,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_de_la_empresa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_de_personal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_económica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_educativa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_empresarial,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_interna,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_medioambiental,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_sanitaria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestión_urbanística,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gestiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gesto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gestos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gigabit,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gigabits,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gigabyte,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gigabytes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gigante,NOMBRE,COMÚN,COMÚN,INVARIABLE
gigantes,NOMBRE,COMÚN,COMÚN,INVARIABLE
gil,NOMBRE,COMÚN,MASCULINO,INVARIABLE
giles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gimnasia_artística,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ginebra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ginebras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
giro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
giro_postal,NOMBRE,COMÚN,,
giros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gitano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gitanos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
glaciación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
glaciaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
glaciar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
glaciares,NOMBRE,COMÚN,MASCULINO,INVARIABLE
globalización_de_la_economía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
globo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
globos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gloria,NOMBRE,COMÚN,FEMENINO,INVARIABLE
glorias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gobernador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobernadores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno_central,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno_civil,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno_constitucional,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno_federal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno_local,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno_militar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno_provisional,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobierno_revolucionario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gobiernos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gol,NOMBRE,COMÚN,MASCULINO,INVARIABLE
goles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
golf,NOMBRE,COMÚN,MASCULINO,INVARIABLE
golfo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
golfos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
golpe,NOMBRE,COMÚN,MASCULINO,INVARIABLE
golpe_militar,NOMBRE,COMÚN,,
golpes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
goma,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gomas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gorila,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gorilas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gota,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gotas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gozo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gozos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gracia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gracia_de_dios,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gracias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
grado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
grado_celsius,NOMBRE,COMÚN,,
grado_centígrado,NOMBRE,COMÚN,,
grado_de_madurez,NOMBRE,COMÚN,MASCULINO,INVARIABLE
grado_farenheit,NOMBRE,COMÚN,,
grado_kelvin,NOMBRE,COMÚN,,
grados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gramática,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gramáticas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gramático,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gramáticos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gramo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gramo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gramos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
granada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
granadas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
grande,NOMBRE,COMÚN,COMÚN,INVARIABLE
grandes,NOMBRE,COMÚN,COMÚN,INVARIABLE
grandeza,NOMBRE,COMÚN,FEMENINO,INVARIABLE
grandezas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
grano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
granos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
grao,NOMBRE,COMÚN,MASCULINO,INVARIABLE
graos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
grasa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
grasas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gravedad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gravedades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gray,NOMBRE,COMÚN,MASCULINO,INVARIABLE
grays,NOMBRE,COMÚN,MASCULINO,INVARIABLE
griego,NOMBRE,COMÚN,MASCULINO,INVARIABLE
griegos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gripe,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gripe_aviar,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gripes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
grito,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gritos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
grueso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gruesos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
grupo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
grupo_de_edad,NOMBRE,COMÚN,,
grupo_de_empresas,NOMBRE,COMÚN,,
grupo_de_noticias,NOMBRE,COMÚN,,
grupo_de_trabajo,NOMBRE,COMÚN,,
grupo_social,NOMBRE,COMÚN,,
grupos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guante,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guantes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guardería_infantil,NOMBRE,COMÚN,,
guardia,NOMBRE,COMÚN,COMÚN,INVARIABLE
guardia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guardia_civil,NOMBRE,COMÚN,,
guardia_nacional,NOMBRE,COMÚN,,
guardión,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guardianes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guardias,NOMBRE,COMÚN,COMÚN,INVARIABLE
guardias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guarida,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guaridas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guasa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guasas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guerra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guerra_civil_española,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guerra_fría,NOMBRE,COMÚN,,
guerra_mundial,NOMBRE,COMÚN,,
guerras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guerrero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guerreros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guerrillero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guerrilleros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guía,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guía_de_turismo,NOMBRE,COMÚN,,
guía_didáctica,NOMBRE,COMÚN,,
guías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guías,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guijarro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guijarros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
guitarra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
guitarras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
gusano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gusanos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gusto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
gustos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
h,NOMBRE,COMÚN,FEMENINO,INVARIABLE
habilidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
habilidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
habitación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
habitación_doble,NOMBRE,COMÚN,,
habitación_individual,NOMBRE,COMÚN,,
habitaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
habitáculo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
habitáculos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
habitante,NOMBRE,COMÚN,COMÚN,INVARIABLE
habitantes,NOMBRE,COMÚN,COMÚN,INVARIABLE
hábito,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hábito_alimentario,NOMBRE,COMÚN,,
hábitos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
habla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hablas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
haces,NOMBRE,COMÚN,FEMENINO,INVARIABLE
haces,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hacienda,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hacienda_pública,NOMBRE,COMÚN,FEMENINO,INVARIABLE
haciendas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hallazgo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hallazgos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hambre,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hambres,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hambruna,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hambrunas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
haya,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hayas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hayedo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hayedos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
haz,NOMBRE,COMÚN,FEMENINO,INVARIABLE
haz,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hazaña,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hazañas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hecho,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hecho_imponible,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hechos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hechos_de_los_apóstoles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hectárea,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hectárea,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hectáreas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hectolitro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hectolitros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hectopascal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hectopascales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hectopascals,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hedor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hedores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hegemonía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hegemonías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
helicóptero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
helicópteros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
helio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
helios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hembra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hembras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hemisferio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hemisferios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hercio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hercios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
heredero,NOMBRE,COMÚN,MASCULINO,INVARIABLE
herederos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
herencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
herencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
herida,NOMBRE,COMÚN,FEMENINO,INVARIABLE
heridas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
herido,NOMBRE,COMÚN,MASCULINO,INVARIABLE
heridos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hermana,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hermanas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hermano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hermanos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
héroe,NOMBRE,COMÚN,MASCULINO,INVARIABLE
héroes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
heroína,NOMBRE,COMÚN,FEMENINO,INVARIABLE
heroínas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
herramienta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
herramientas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
herramientas_de_gestión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hertz,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hertzs,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hi-fi,NOMBRE,COMÚN,COMÚN,INVARIABLE
hiedra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hiedras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hielo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hielos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hierba,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hierbas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hierro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hierros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hígado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hígados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
higiene_bucal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
higo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
higos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hija,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hijas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hijo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hijo_pródigo,NOMBRE,COMÚN,,
hijos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hilera,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hileras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hilo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hilos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hincha,NOMBRE,COMÚN,COMÚN,INVARIABLE
hincha,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hinchas,NOMBRE,COMÚN,COMÚN,INVARIABLE
hinchas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hipótesis,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hipótesis_de_trabajo,NOMBRE,COMÚN,FEMENINO,INVARIABLE
historia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
historia_clínica,NOMBRE,COMÚN,,
historia_de_la_educación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
historia_de_la_filosofía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
historia_del_arte,NOMBRE,COMÚN,FEMENINO,INVARIABLE
historia_económica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
historiador,NOMBRE,COMÚN,MASCULINO,INVARIABLE
historiadores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
historias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hito,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hitos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
Hl,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hogar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hogares,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hoja,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hoja_de_papel,NOMBRE,COMÚN,,
hoja_informativa,NOMBRE,COMÚN,,
hojas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
holanda,NOMBRE,COMÚN,FEMENINO,INVARIABLE
holandas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
holandés,NOMBRE,COMÚN,MASCULINO,INVARIABLE
holandeses,NOMBRE,COMÚN,MASCULINO,INVARIABLE
holograma,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hologramas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hombre,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hombres,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hombro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hombros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
homenaje,NOMBRE,COMÚN,MASCULINO,INVARIABLE
homenajes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
homosexual,NOMBRE,COMÚN,COMÚN,INVARIABLE
homosexuales,NOMBRE,COMÚN,COMÚN,INVARIABLE
hondura,NOMBRE,COMÚN,FEMENINO,INVARIABLE
honduras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
honor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
honores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
honra,NOMBRE,COMÚN,FEMENINO,INVARIABLE
honras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hora,NOMBRE,COMÚN,FEMENINO,INVARIABLE
horario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horario_de_atención_al_público,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horario_de_clases,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horario_de_mañana,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horario_de_verano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horario_laboral,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horarios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
horas_de_oficina,NOMBRE,COMÚN,FEMENINO,INVARIABLE
horas_de_sol,NOMBRE,COMÚN,FEMENINO,INVARIABLE
horas_hábiles,NOMBRE,COMÚN,FEMENINO,INVARIABLE
horizonte,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horizontes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horma,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hormas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hormiga,NOMBRE,COMÚN,FEMENINO,INVARIABLE
hormigas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
horno_microondas,NOMBRE,COMÚN,,
horror,NOMBRE,COMÚN,MASCULINO,INVARIABLE
horrores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hospital,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hospital_general,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hospital_infantil,NOMBRE,COMÚN,,
hospitales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hotel,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hoteles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hueco,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huecos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huelga,NOMBRE,COMÚN,FEMENINO,INVARIABLE
huelgas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
huella,NOMBRE,COMÚN,FEMENINO,INVARIABLE
huella_digital,NOMBRE,COMÚN,,
huellas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
huerta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
huertas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
huerto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huertos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
hueso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huesos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huésped,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huéspedes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huevo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huevos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
huida,NOMBRE,COMÚN,FEMENINO,INVARIABLE
huidas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humanidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humanidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humanidades_y_ciencias_sociales,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humedad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humedad_relativa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humedades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humedal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
humedales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
humillación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humillaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
humo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
humor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
humores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
humos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
Hz,NOMBRE,COMÚN,MASCULINO,INVARIABLE
i,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iconografía,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iconografías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
id._de_usuario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
idea,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ideal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ideales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ideas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
identidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
identidad_nacional,NOMBRE,COMÚN,,
identidad_sexual,NOMBRE,COMÚN,FEMENINO,INVARIABLE
identidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
identificación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
identificaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ideología,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ideologías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
idioma,NOMBRE,COMÚN,MASCULINO,INVARIABLE
idiomas,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ídolo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ídolos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
íes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iglesia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iglesia_anglicana,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iglesia_católica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iglesia_evangélica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iglesia_ortodoxa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iglesia_universal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iglesias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ignorancia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ignorancias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
igualdad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
igualdad_de_derechos,NOMBRE,COMÚN,FEMENINO,INVARIABLE
igualdad_de_oportunidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
igualdad_entre_hombres_y_mujeres,NOMBRE,COMÚN,FEMENINO,INVARIABLE
igualdad_social,NOMBRE,COMÚN,FEMENINO,INVARIABLE
igualdades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iluminación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
iluminaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ilusión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ilusiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ilustración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ilustraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
imagen,NOMBRE,COMÚN,FEMENINO,INVARIABLE
imagen_de_marca,NOMBRE,COMÚN,FEMENINO,INVARIABLE
imagen_personal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
imágenes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
imaginación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
imaginaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
impaciencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
impaciencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
impacto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
impacto_ambiental,NOMBRE,COMÚN,,
impacto_medioambiental,NOMBRE,COMÚN,,
impacto_visual,NOMBRE,COMÚN,,
impactos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
imperativo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
imperativos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
imperialismo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
imperialismos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
imperio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
imperio_de_la_ley,NOMBRE,COMÚN,MASCULINO,INVARIABLE
imperios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
implicación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
implicaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
importancia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
importancias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
imposibilidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
imposibilidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
